"uid","gvkey","permno","conm","City","Number.of.Workers","WARN.Received.Date","rd_intensity_1yr","rd_intensity_3yr","rd_intensity_5yr","rd_group_1yr","rd_group_3yr","rd_group_5yr","CAR_1_Day_Window","CAR_3_Day_Window","CAR_5_Day_Window","CAR_10_Day_Window"
"89406-01OCT2012","148950",89406,"ENPRO INC","San Diego",75,"10/01/2012",0.0132066938037087,0.0142034823566669,0.0138802651888784,"Low R&D","Low R&D","Low R&D",0.0317190791,0.0312094277,0.000135061999999998,-0.034570344
"89406-05FEB2018","148950",89406,"ENPRO INC","Porterville",111,"02/05/2018",0.0249694563225412,0.0226612338146193,0.0188524902725759,"High R&D","High R&D","Low R&D",0.018270729,0.0590538289,0.0289212276,-0.1668151174
"89540-04DEC2023","150139",89540,"DICKS SPORTING GOODS INC","Madison Heights",146,"12/04/2023",0,0,0,"Low R&D","Low R&D","Low R&D",0.0612308334,0.112977719,0.1392779027,0.2278562622
"89641-01JUN2020","150937",89641,"SEAGATE TECHNOLOGY HOLDINGS","Shakopee",140,"06/01/2020",0.0953801732435034,0.100499859823269,0.102164131280608,"High R&D","High R&D","High R&D",0.0068414192,0.0213024142,-0.0037424122,-0.010903782
"89781-02JUL2020","152149",89781,"MOLINA HEALTHCARE INC","San Juan, Ponce, yauco and Humacao",297,"07/02/2020",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0109701114,-0.0121493888,-0.0676280311,-0.0185588296
"89781-01OCT2018","152149",89781,"MOLINA HEALTHCARE INC","Albuquerque",381,"10/01/2018",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0202870932,-0.0654011933,-0.0863415049,-0.0929141138
"89781-17OCT2017","152149",89781,"MOLINA HEALTHCARE INC","Milwaukee",53,"10/17/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0180241378,-0.0153045549,-0.04962991,-0.0977195852
"89781-11DEC2017","152149",89781,"MOLINA HEALTHCARE INC","Milwaukee",59,"12/11/2017",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0081021874,-0.0278132804,-0.0470736,-0.0641636581
"89781-12DEC2017","152149",89781,"MOLINA HEALTHCARE INC","Milwaukee",78,"12/12/2017",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0013110386,0.0196351099,-0.0262625385,-0.0421516983
"89781-30NOV2018","152149",89781,"MOLINA HEALTHCARE INC","Tampa",1,"11/30/2018",0,0,0,"Low R&D","Low R&D","Low R&D",0.0160743826,0.0210338661,0.005951315,-0.1164048198
"89781-08MAR2019","152149",89781,"MOLINA HEALTHCARE INC","Miami",5,"03/08/2019",0,0,0,"Low R&D","Low R&D","Low R&D",0.0334600053,0.0420678929,-0.0127551188,0.002975257
"89781-23APR2024","152149",89781,"MOLINA HEALTHCARE INC","200 Oceangate Suite 100 Long Beach CA 90802",52,"04/23/2024",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0062539828,-0.056897225,-0.0624807216,-0.1093637953
"89781-09APR2019","152149",89781,"MOLINA HEALTHCARE INC","Long Beach",75,"04/09/2019",0,0,0,"Low R&D","Low R&D","Low R&D",-0.017498757,-0.136816554,-0.1963180304,-0.2337058974
"89781-26OCT2017","152149",89781,"MOLINA HEALTHCARE INC","Long Beach",44,"10/26/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.002569741,0.0342408732,0.0568565761,0.12124104
"89793-28FEB2014","153813",89793,"DTS INC","Glenwillow",96,"02/28/2014",0.251741937545946,0.215836546108151,0.180613292538271,"High R&D","High R&D","High R&D",0.0099906319,0.0563853156,0.0612362195,0.0853586604
"89793-27FEB2014","153813",89793,"DTS INC","New York",43,"02/27/2014",0.251741937545946,0.215836546108151,0.180613292538271,"High R&D","High R&D","High R&D",-0.0030412653,0.0452979711,0.0856055075,0.0572026974
"89878-28JUL2017","155174",89878,"FIRST POTOMAC REALTY TRUST",NA,24,"07/28/2017",0,0,0,"Low R&D","Low R&D","Low R&D",0.0069178402,-0.0031108679,-0.002685785,-0.003379017
"90215-26SEP2024","157855",90215,"SALESFORCE INC","Hillsboro",150,"09/26/2024",0.140746478469174,0.156840552679586,0.160319335527649,"High R&D","High R&D","High R&D",0.0296232869,0.03455548,0.115379658,0.1323962232
"90215-27AUG2020","157855",90215,"SALESFORCE INC","San Francisco",165,"08/27/2020",0.161773306819511,0.150654604309149,0.147571828276591,"High R&D","High R&D","High R&D",0.2353611976,0.289946019,0.266444658,0.2696372045
"91901-03JUL2012","160213",91901,"GSI TECHNOLOGY INC","Chattanooga",29,"07/03/2012",0.128870850496729,0.123954619683117,0.109266075724682,"High R&D","High R&D","High R&D",0.0245607712,0.042143098,0.1187852143,0.1834480118
"90232-30SEP2010","160216",90232,"MULTI-FINELINE ELECTRON INC","Anaheim",1,"09/30/2010",0.0182665077798516,0.00961901424055591,0.00756219514875235,"Low R&D","Low R&D","Low R&D",-0.0090472093,-0.0496375472,-0.0574790128,-0.0420770747
"90708-16FEB2012","160373",90708,"MORNINGSTAR INC","Sulphur Springs",55,"02/16/2012",0.0841891035793475,0.0843275690747751,0.0827949538413207,"High R&D","High R&D","High R&D",-0.0031880655,-0.0305362808,-0.0237374779,-0.0434176876
"90427-28APR2020","160376",90427,"TEXAS ROADHOUSE INC",NA,84,"04/28/2020",0,0,0,"Low R&D","Low R&D","Low R&D",0.0711214037,-0.0401520966,-0.0107023648,0.0104865781
"90314-12FEB2024","160570",90314,"COMMERCIAL VEHICLE GROUP INC","Chillicothe",79,"02/12/2024",0.00623316667990377,0.00761093605818561,0.00854701704424789,"Low R&D","Low R&D","Low R&D",-0.0046157927,0.0841837298,0.0704989939,0.1270404981
"90314-16JUL2020","160570",90314,"COMMERCIAL VEHICLE GROUP INC","Piedmont",49,"07/16/2020",0.0109848896739818,0.0105875365180722,0.0102601660105413,"Low R&D","Low R&D","Low R&D",0.0321780938,0.06010121,0.1115895893,-0.00188316480000001
"90314-13JUN2022","160570",90314,"COMMERCIAL VEHICLE GROUP INC",NA,57,"06/13/2022",0.00936620631591082,0.00975616112086447,0.0100092406485656,"Low R&D","Low R&D","Low R&D",-0.0562320869,-0.0935960035,-0.1103454373,-0.0590973017
"90387-28APR2020","160571",90387,"RTW RETAILWINDS INC","New York",192,"04/28/2020",0,0,0,"Low R&D","Low R&D","Low R&D",0.1860075601,0.278797504,0.4661457897,0.9537572269
"90374-23FEB2015","160912",90374,"DREAMWORKS ANIMATION SKG INC","Redwood City",403,"02/23/2015",0.00762025231404729,0.00629253666386694,0.00539799839439757,"Low R&D","Low R&D","Low R&D",0.0228752447,0.0149890413,-0.0407895794,0.1215980109
"90371-03NOV2017","161055",90371,"BUILD-A-BEAR WORKSHOP INC","Anaheim",72,"11/03/2017",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0073573759,-0.1036421734,-0.099028419,-0.000473605399999996
"92521-17NOV2017","162233",92521,"DIGITAL ALLY INC","Lenexa",63,"11/17/2017",0.192228792083987,0.169196152413716,0.171391557100532,"High R&D","High R&D","High R&D",0.1412133023,0.1986818605,0.1671765318,0.4274867397
"90440-16JUL2021","162264",90440,"NEENAH INC","Appleton",94,"07/16/2021",0.00958869543275296,0.00924951837171119,0.00936303650732158,"Low R&D","Low R&D","Low R&D",-0.0198670471,-0.0386094989,-0.0413208831,-0.0147714767
"90672-15SEP2020","162742",90672,"FREIGHTCAR AMERICA INC","Cherokee",550,"09/15/2020",0.00415293227458927,0.00167112955515918,0.00124815968131395,"Low R&D","Low R&D","Low R&D",0.03489478,0.1850287861,0.1918704166,0.4952600928
"18109-27MAY2020","162870",18109,"BRP INC","Sturtevant",387,"05/27/2020",0.0393873808383036,0.0419760222119209,0.042598824469166,"High R&D","High R&D","High R&D",0.0848062801,0.1557654704,0.293399481,0.1805409699
"18109-23MAY2024","162870",18109,"BRP INC","Sturtevant",298,"05/23/2024",0.0465033278672711,0.0403478932556972,0.0402267822633626,"High R&D","High R&D","High R&D",-0.0003249601,-0.0079242938,-0.0494435104,-0.0610309964
"90664-26JUN2024","162887",90664,"DEXCOM INC","6340-6350 Sequence Dr. San Diego CA 92121",535,"06/26/2024",0.139635038511443,0.184267184072816,0.184979146278386,"High R&D","High R&D","High R&D",0.0233236967,-0.0466590599,-0.0849152104,-0.1162381845
"90664-26FEB2019","162887",90664,"DEXCOM INC","San Diego",160,"02/26/2019",0.404614191547111,0.311645014039495,0.308944351338751,"High R&D","High R&D","High R&D",0.010261128,-0.0547470321,-0.0543399255,-0.1433605164
"90664-11JAN2021","162887",90664,"DEXCOM INC","San Diego",178,"01/11/2021",0.186796076192453,0.258902790240198,0.261405844258393,"High R&D","High R&D","High R&D",-0.077646463,-0.0742984907,-0.046296702,0.00959383359999999
"90715-29APR2020","162988",90715,"ZUMIEZ INC","Mountain View",63,"04/29/2020",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0084493835,0.0831061081,-0.0572033291,-0.1149597398
"90715-08JAN2020","162988",90715,"ZUMIEZ INC","Seattle",78,"01/08/2020",0,0,0,"Low R&D","Low R&D","Low R&D",-0.040508092,-0.0782753272,-0.0762941524,-0.1036293254
"90715-05APR2023","162988",90715,"ZUMIEZ INC","151 Factory Stores Dr. Camarillo CA 93010",58,"04/05/2023",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0126812773,0.0697766599,-0.0022094191,-0.0719971335
"90715-28DEC2015","162988",90715,"ZUMIEZ INC","Edwardsville",61,"12/28/2015",0,0,0,"Low R&D","Low R&D","Low R&D",0.0094208063,0.0197081206,0.0465797543,0.3073297874
"21885-18JAN2024","163058",21885,"VIQ SOLUTIONS INC","12400 Arrow Route Rancho Cucamonga CA 91739",37,"01/18/2024",0.0165756630265211,0.0225863209198829,0.0282431706607097,"Low R&D","High R&D","High R&D",NA,NA,NA,NA
"21885-03APR2023","163058",21885,"VIQ SOLUTIONS INC","Seattle",43,"04/03/2023",0.0160108193002356,0.0283366904622237,0.0329321296038009,"Low R&D","High R&D","High R&D",-0.0679963963,0.2204194925,0.3037171331,0.5021283357
"91114-01JUN2016","163113",91114,"KOPPERS HOLDINGS INC","Clairton",46,"06/01/2016",0.00319626283115127,0.00227110613336926,0.00190541324076973,"Low R&D","Low R&D","Low R&D",0.0312845099,0.0320360752,0.1268537271,0.1842766845
"91114-04JUN2019","163113",91114,"KOPPERS HOLDINGS INC","Follansbee",48,"06/04/2019",0.00609962724500169,0.00465208292751679,0.00351466087030138,"Low R&D","Low R&D","Low R&D",0.0340725966,0.0341090525,0.0971267873,-0.00776142229999999
"91114-01MAY2023","163113",91114,"KOPPERS HOLDINGS INC",NA,49,"05/01/2023",0.00609962724500169,0.00465208292751679,0.00351466087030138,"Low R&D","Low R&D","Low R&D",-0.0119708216,-0.0578303377,-0.0787286542,-0.1685382244
"90885-23MAR2020","163678",90885,"EVERI HOLDINGS INC","Oklahoma City",4,"03/23/2020",0.0609590287063483,0.0413204629354266,0.033915149415019,"High R&D","High R&D","High R&D",0.8438057261,0.5064860387,-0.2286963427,-0.1900273699
"14185-11AUG2020","163765",14185,"COOPER-STANDARD HOLDINGS INC",NA,86,"08/11/2020",0.0369495560416935,0.0353603070544496,0.0345069905984073,"High R&D","High R&D","High R&D",0.1759419237,0.310844788,0.3490513688,0.4988664674
"14185-26APR2019","163765",14185,"COOPER-STANDARD HOLDINGS INC",NA,15,"04/26/2019",0.0337611209676375,0.0343495467943673,0.033404527521026,"High R&D","High R&D","High R&D",-0.0615665242,-0.0997536427,-0.0422545771,0.0642066321
"14185-27JUN2019","163765",14185,"COOPER-STANDARD HOLDINGS INC","Sanford",62,"06/27/2019",0.0337611209676375,0.0343495467943673,0.033404527521026,"High R&D","High R&D","High R&D",0.0564273336,0.0568041144,0.1029395437,0.1256607501
"14185-17APR2017","163765",14185,"COOPER-STANDARD HOLDINGS INC","Plymouth",161,"04/17/2017",0.0339172752614464,0.0326304241611581,0.0328120961858562,"High R&D","High R&D","High R&D",0.0143773035,0.079833859,0.0798794627,0.0266551862
"90775-01MAY2019","163983",90775,"TREEHOUSE FOODS INC","Fridley",110,"05/01/2019",0.00366476832814301,0.00444603421344628,0.00442853000054888,"Low R&D","Low R&D","Low R&D",-0.098281247,-0.1305985437,-0.1206346817,-0.1011644502
"13452-28JUN2015","164363",13452,"TRONOX HOLDINGS PLC","Hamilton",30,"06/28/2015",0.00633275762809442,0.00548277833839555,0.00539400029843191,"Low R&D","Low R&D","Low R&D",-0.078042073,-0.1061081691,-0.1816832054,-0.1261282904
"91594-16JUL2020","164494",91594,"SPIRIT AEROSYSTEMS HOLDINGS","San Antonio",72,"07/16/2020",0.00693110859584642,0.0057612995833684,0.00499436926592354,"Low R&D","Low R&D","Low R&D",-0.0035556985,0.0552017379,0.1284611734,0.00738828639999999
"91594-01MAY2020","164494",91594,"SPIRIT AEROSYSTEMS HOLDINGS","Wichita",1450,"05/01/2020",0.00693110859584642,0.0057612995833684,0.00499436926592354,"Low R&D","Low R&D","Low R&D",-0.121062199,-0.0299484667,0.0907803386,0.0641552349
"91594-01OCT2020","164494",91594,"SPIRIT AEROSYSTEMS HOLDINGS","McAlester",175,"10/01/2020",0.00693110859584642,0.0057612995833684,0.00499436926592354,"Low R&D","Low R&D","Low R&D",0.049043994,-0.0621210114,0.0608044684,-0.0323249237
"91594-23JAN2020","164494",91594,"SPIRIT AEROSYSTEMS HOLDINGS","McAlester",134,"01/23/2020",0.00693110859584642,0.0057612995833684,0.00499436926592354,"Low R&D","Low R&D","Low R&D",0.0910218738,0.0194221307,-0.036600001,-0.0745963034
"90825-22JAN2018","164506",90825,"ACCO BRANDS CORP","Pleasant Prairie",26,"01/22/2018",0.0120587027914614,0.0129289459794645,0.0126984629081846,"Low R&D","Low R&D","Low R&D",-0.0170495184,-0.0729742202,-0.0930699991,-0.0436911371
"90825-23SEP2019","164506",90825,"ACCO BRANDS CORP","Ogdensburg",62,"09/23/2019",0.0122604574490006,0.0126019233212218,0.0126011237708248,"Low R&D","Low R&D","Low R&D",0.0360497774,0.0484036297,0.0334499008,0.1080251024
"90825-28AUG2018","164506",90825,"ACCO BRANDS CORP","Pleasant Prairie",54,"08/28/2018",0.0120587027914614,0.0129289459794645,0.0126984629081846,"Low R&D","Low R&D","Low R&D",-0.019576956,-0.0152562562,-0.0328864854,-0.0593966487
"90988-21FEB2020","164652",90988,"BROOKDALE SENIOR LIVING INC",NA,58,"02/21/2020",0,0,0,"Low R&D","Low R&D","Low R&D",-0.044421088,0.0620970899,0.1561075713,-0.2003247637
"90988-08JAN2018","164652",90988,"BROOKDALE SENIOR LIVING INC","Margate",110,"01/08/2018",0,0,0,"Low R&D","Low R&D","Low R&D",-0.060649028,-0.0808001142,-0.0515282159,0.0379455191
"91090-28FEB2019","164755",91090,"CROCS INC","Ontario",183,"02/28/2019",0.0129571174548913,0.0125109139478119,0.0128613329409194,"Low R&D","Low R&D","Low R&D",-0.1190561926,-0.1402121301,-0.1403881575,-0.224354980576
"90978-28MAR2022","165051",90978,"SUNPOWER CORP","51 Rio Robles San Jose CA 95134",89,"03/28/2022",0.0127930523308537,0.0229688069718479,0.031880111319722,"Low R&D","High R&D","High R&D",-0.0234412526,0.0254591675,0.126000405,0.0190497694
"90978-01MAY2024","165051",90978,"SUNPOWER CORP","1501 Eastshore Hwy Berkeley CA 94710",65,"05/01/2024",0.0142177113757119,0.0138231309653577,0.0195165522961526,"Low R&D","Low R&D","Low R&D",0.0749034157,0.1776278837,0.127708229,0.4834836911
"90978-29JUL2024","165051",90978,"SUNPOWER CORP","Austin",6,"07/29/2024",0.0142177113757119,0.0138231309653577,0.0195165522961526,"Low R&D","Low R&D","Low R&D",-0.1894626151,0.0521368434,0.5299161844,-1.4954944257
"91547-01NOV2023","165123",91547,"LEIDOS HOLDINGS INC",NA,130,"11/01/2023",0.0080577938316199,0.00730965859383264,0.00617164719303887,"Low R&D","Low R&D","Low R&D",0.084022899,0.0641553066,0.1005461294,0.086596634
"91547-15JAN2013","165123",91547,"LEIDOS HOLDINGS INC","El Segundo",79,"01/15/2013",0.00845685186869146,0.00598235736232424,0.00559982948061457,"Low R&D","Low R&D","Low R&D",-0.0073963133,-0.0065056669,0.0095295226,0.0433485366
"91547-02MAR2015","165123",91547,"LEIDOS HOLDINGS INC","Tampa",85,"03/02/2015",0.00730792020541181,0.00694409083840969,0.00685231000471106,"Low R&D","Low R&D","Low R&D",0.0021558409,-0.0150911363,-0.0347981371,-0.0069224001
"91068-29JUN2018","165914",91068,"CHIPOTLE MEXICAN GRILL INC",NA,399,"06/29/2018",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0431229704,-0.024898531,-0.0191581865,-0.0543315537
"91068-29JUN2018","165914",91068,"CHIPOTLE MEXICAN GRILL INC","New York",32,"06/29/2018",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0431229704,-0.024898531,-0.0191581865,-0.0543315537
"91068-06DEC2023","165914",91068,"CHIPOTLE MEXICAN GRILL INC","34521 Golden Lantern Stret Dana Point CA 92629",42,"12/06/2023",0,0,0,"Low R&D","Low R&D","Low R&D",0.0046451082,0.0388969726,0.0330942741,0.0225746812
"91154-05JUN2015","166414",91154,"ALEXZA PHARMACTCLS INC","Mountain View",28,"06/05/2015",2.47221722711742,2.74646715688802,2.80293272406717,"High R&D","High R&D","High R&D",-0.0235073404,0.1484425922,0.0283672588,0.3175832604
"91348-02JUL2015","166555",91348,"ALPHATEC HOLDINGS INC","Carlsbad",99,"07/02/2015",0.0837085708764132,0.0768667140559436,0.0858106235100548,"High R&D","High R&D","High R&D",-0.0161497298,-0.0094987745,0.0175982026,-0.00778438559999999
"13956-01MAR2019","170384",13956,"GOGO INC","Irvine",3,"03/01/2019",0.0813413831839278,0.09000015410746,0.0920710580311386,"High R&D","High R&D","High R&D",0.0289375084,0.1357986757,0.1519680292,0.2751474289
"13379-13DEC2023","170616",13379,"SPLUNK INC","250 Brannan Street San Francisco CA 94107",93,"12/13/2023",0.272920003459499,0.337605945612857,0.30413859032575,"High R&D","High R&D","High R&D",-0.024464263,-0.053354297,-0.0764198762,-0.1170790075
"13407-11NOV2022","170617",13407,"META PLATFORMS INC","Bellevue",307,"11/11/2022",0.209066472199374,0.205341353472248,0.198147788795148,"High R&D","High R&D","High R&D",0.0301840699,0.104883515,0.1498573408,0.0751899691
"13407-26JUN2023","170617",13407,"META PLATFORMS INC","164 Jefferson Dr Menlo Park CA 94025",15,"06/26/2023",0.303046934627687,0.242233579626935,0.220609929514993,"High R&D","High R&D","High R&D",-0.0080861048,-0.0571616626,-0.0747559545,-0.0933736909
"13407-16NOV2022","170617",13407,"META PLATFORMS INC","Austin",154,"11/16/2022",0.209066472199374,0.205341353472248,0.198147788795148,"High R&D","High R&D","High R&D",-0.0150114027,-0.0059044881,0.0897338096,0.1829265242
"13407-16NOV2022","170617",13407,"META PLATFORMS INC","Austin",50,"11/16/2022",0.209066472199374,0.205341353472248,0.198147788795148,"High R&D","High R&D","High R&D",-0.0150114027,-0.0059044881,0.0897338096,0.1829265242
"13356-11JAN2023","170841",13356,"PHILLIPS 66","2555 Willow Road Arroyo Grande CA 93420",45,"01/11/2023",0.000247073357256309,0.000472393364804086,0.00048278418977217,"Low R&D","Low R&D","Low R&D",-0.0156261177,-0.0521948145,0.0035507774,-0.000874872600000006
"13548-24APR2020","171049",13548,"BLOOMIN' BRANDS INC","Las Vegas",221,"04/24/2020",0.000821377261233482,0.000889301354040007,0.00107511486584714,"Low R&D","Low R&D","Low R&D",0.1157504793,0.4205987142,0.2744026248,0.3999456801
"13548-27APR2020","171049",13548,"BLOOMIN' BRANDS INC","Various",2289,"04/27/2020",0.000821377261233482,0.000889301354040007,0.00107511486584714,"Low R&D","Low R&D","Low R&D",0.182670883,0.3280024279,0.154392368,0.2446817276
"13548-27APR2020","171049",13548,"BLOOMIN' BRANDS INC","Beckley, Princeton, Barboursville, Charleston, Parkersburg, Morgantown, Bridgeport, Martinsburg",626,"04/27/2020",0.000821377261233482,0.000889301354040007,0.00107511486584714,"Low R&D","Low R&D","Low R&D",0.182670883,0.3280024279,0.154392368,0.2446817276
"13548-27APR2020","171049",13548,"BLOOMIN' BRANDS INC",NA,1134,"04/27/2020",0.000821377261233482,0.000889301354040007,0.00107511486584714,"Low R&D","Low R&D","Low R&D",0.182670883,0.3280024279,0.154392368,0.2446817276
"13548-24APR2020","171049",13548,"BLOOMIN' BRANDS INC","West Hartford, Southington, Orange, Newington, Wilton, New London, North Haven, Enfield, Shelton, Danbury",702,"04/24/2020",0.000821377261233482,0.000889301354040007,0.00107511486584714,"Low R&D","Low R&D","Low R&D",0.1157504793,0.4205987142,0.2744026248,0.3999456801
"13527-06JAN2022","171141",13527,"FIVE BELOW INC","Olive Branch",69,"01/06/2022",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0463925699,-0.1045581847,-0.0972411938,-0.0406509158
"13967-01SEP2023","174134",13967,"PTC THERAPEUTICS INC","Plainfield",308,"09/01/2023",0.98007873486157,1.07946255864881,0.945339300249238,"High R&D","High R&D","High R&D",-0.0308119544,0.0497787053,0.0168157049,-0.4453809474
"93035-11OCT2021","174236",93035,"SELECT MEDICAL HOLDINGS CORP","Lincoln",93,"10/11/2021",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0448723116,-0.1217862115,-0.1331033106,-0.1543477783
"93035-12MAY2015","174236",93035,"SELECT MEDICAL HOLDINGS CORP","Houston",222,"05/12/2015",0,0,0,"Low R&D","Low R&D","Low R&D",-0.0508292699,0.0097456632,0.0264227594,0.0810981922
"93035-19APR2018","174236",93035,"SELECT MEDICAL HOLDINGS CORP","Kansas City",105,"04/19/2018",0,0,0,"Low R&D","Low R&D","Low R&D",0.0013577903,0.029938616,-0.00935108929999999,0.0858053106
"91498-24FEB2023","174389",91498,"EHEALTH INC","18800 Delaware Street Suite 800 Huntington Beach CA 92648",62,"02/24/2023",0.0298503044237658,0.0215963281178729,0.0216474759482992,"High R&D","High R&D","High R&D",-0.018962013,-0.0434946764,-0.0281895734,0.2864588587
"91498-06FEB2023","174389",91498,"EHEALTH INC","South Jordan",14,"02/06/2023",0.0298503044237658,0.0215963281178729,0.0216474759482992,"High R&D","High R&D","High R&D",0.1140248394,0.1487782576,0.2420956319,0.7505321581
"93263-01JUL2022","175269",93263,"CELSIUS HOLDINGS INC","Hoboken",55,"07/01/2022",0.00318195703085226,0.00386857340275641,0.00565725955917252,"Low R&D","Low R&D","Low R&D",0.13964802,0.1518085421,0.1310347278,0.3254428469
"91416-16MAR2021","175319",91416,"HANESBRANDS INC","Stuart",146,"03/16/2021",0.00670883131888331,0.00760706810914478,0.00891280369829765,"Low R&D","Low R&D","Low R&D",-0.0155913214,0.043353937,-0.0861204982,0.1105085325
"91416-10APR2019","175319",91416,"HANESBRANDS INC",NA,222,"04/10/2019",0.00871742978899772,0.0101534146510172,0.0106431949105943,"Low R&D","Low R&D","Low R&D",0.0014261113,-0.0026093008,0.0430983491,0.0884158371
"91416-01NOV2024","175319",91416,"HANESBRANDS INC","High Point",75,"11/01/2024",0.00637999703008397,0.00613446168002047,0.0065014319156996,"Low R&D","Low R&D","Low R&D",0.0197239982,-0.0780127313,0.0757662282,0.0982189714
"91486-03FEB2017","175376",91486,"SHUTTERFLY INC","Santa Clara",87,"02/03/2017",0.147156998970221,0.146717589924677,0.142617628008343,"High R&D","High R&D","High R&D",-0.1765818627,-0.1714392188,-0.1834772124,-0.1058084227
"91611-30OCT2019","175404",91611,"FIRST SOLAR INC","Tempe",78,"10/30/2019",0.0376427556678924,0.0366764128270631,0.0377927984016899,"High R&D","High R&D","High R&D",-0.0293797666,-0.0928507395,-0.0990946483,-0.125730119
"91611-22NOV2016","175404",91611,"FIRST SOLAR INC","Perrysburg",459,"11/22/2016",0.0364887349661008,0.0398403894300661,0.0419287339499169,"High R&D","High R&D","High R&D",0.0130947305,-0.0381270831,-0.0558528927,0.010297944
"91516-03MAR2017","175689",91516,"ARMSTRONG WORLD INDUSTRIES","Vicksburg",30,"03/03/2017",0.0152288375860672,0.0134152080362489,0.0127749268030876,"Low R&D","Low R&D","Low R&D",0.0038915298,0.0123513822,0.1291469548,0.1210160291
"91516-19MAR2018","175689",91516,"ARMSTRONG WORLD INDUSTRIES","Saint Helens",136,"03/19/2018",0.0194717994628469,0.0158506255727785,0.0143553380912811,"Low R&D","Low R&D","Low R&D",-0.009063019,-0.0103829097,-0.0398945169,-0.0939526676
"91516-01FEB2011","175689",91516,"ARMSTRONG WORLD INDUSTRIES","Beaver Falls",94,"02/01/2011",0.0118927125506073,0.0123323617619469,0.0127161176626537,"Low R&D","Low R&D","Low R&D",-0.028452918,-0.0347954794,-0.0196211948,-0.0507335967
"91571-25AUG2024","176022",91571,"EMERGENT BIOSOLUTIONS INC","Lansing",68,"08/25/2024",0.106166015438864,0.135065501038382,0.146197548816745,"High R&D","High R&D","High R&D",-0.101271833,-0.1670234338,-0.4645354512,-0.0847473628
"91571-16MAY2024","176022",91571,"EMERGENT BIOSOLUTIONS INC","Rockville",86,"05/16/2024",0.106166015438864,0.135065501038382,0.146197548816745,"High R&D","High R&D","High R&D",0.0682900552,0.1653094224,0.1234916461,1.4042524598
"91635-31MAY2018","176268",91635,"DCT INDUSTRIAL TRUST INC",NA,57,"05/31/2018",0,0,0,"Low R&D","Low R&D","Low R&D",0.0013243603,0.0240603694,0.0355064852,0.014409858
"91654-19JUL2012","176325",91654,"UNIVERSAL POWER GROUP INC","Auburn",97,"07/19/2012",0,0,0,"Low R&D","Low R&D","Low R&D",0.0038792636,0.0136882767,0.000457228300000003,-0.0419614879
"91733-07MAR2023","176362",91733,"AEROVIRONMENT INC","1035 N McDowell Blvd. Petaluma CA 94954",62,"03/07/2023",0.122694803155259,0.128458264910113,0.118365050311413,"High R&D","High R&D","High R&D",0.0668967788,0.0961580397,0.1003897715,0.0604666
"91900-11JAN2017","176782",91900,"GLU MOBILE INC","Long Beach",70,"01/11/2017",0.408209152412242,0.329276739409958,0.386676552325984,"High R&D","High R&D","High R&D",-0.0246286264,0.0766104393,0.1414672692,0.1534838215
"92230-07MAR2013","177058",92230,"SUPERCOM LTD","Fairborn",NA,"03/07/2013",0.0350111856823266,0.0485232026791554,0.0733145563517102,"High R&D","High R&D","High R&D",NA,NA,NA,NA
"92230-19JAN2022","177058",92230,"SUPERCOM LTD","Clintwood",163,"01/19/2022",0.225238444607483,0.222996362540792,0.221096612068951,"High R&D","High R&D","High R&D",0.0145259393,0.0662996803,0.1722019751,0.1193183191
"92230-06MAR2013","177058",92230,"SUPERCOM LTD",NA,23,"03/06/2013",0.0350111856823266,0.0485232026791554,0.0733145563517102,"High R&D","High R&D","High R&D",NA,NA,NA,NA
"92230-26JAN2018","177058",92230,"SUPERCOM LTD","Wentzville",660,"01/26/2018",0.217592592592593,0.227512299130517,0.171910839805221,"High R&D","High R&D","High R&D",-0.0096587607,-0.0475517083,-0.0883422686,-0.2099240681
"92230-21APR2020","177058",92230,"SUPERCOM LTD","San Francisco",13,"04/21/2020",0.24103186646434,0.225841946395573,0.228494028797136,"High R&D","High R&D","High R&D",0.2763311799,0.3449171424,0.4255171491,0.4488544031
"92095-12DEC2018","177257",92095,"INFINERA CORP","Sunnyvale",53,"12/12/2018",0.30280436159025,0.257851194394115,0.240541120293024,"High R&D","High R&D","High R&D",-0.0135598866,-0.0146621654,0.0833183377,0.0557947745
"92157-19FEB2013","177267",92157,"TE CONNECTIVITY PLC","Tullahoma",33,"02/19/2013",0.0447974702605029,0.0427769888795886,0.0413727820200457,"High R&D","High R&D","High R&D",0.0050371818,0.0112335574,-0.0031340456,0.0058957019
