"gvkey","tic","Company","conm","City","Number.of.Workers","WARN.Received.Date","Effective.Date"
"119316","TREX","Trex Company","TREX CO INC","Fernley",80,"07/26/2022","07/26/2022"
"035305","VERY","Tri-City Healthcare District dba Tri-City","VERICITY INC","Oceanside",80,"06/28/2018","08/26/2018"
"185281","TSGZF","TriStar","TRISTAR GOLD INC","Augusta",NA,"10/15/1998",NA
"185281","TSGZF","TriStar Molding, Inc","TRISTAR GOLD INC","Marcellus",74,"04/03/2020",NA
"185281","TSGZF","TriStar Molding, Inc.","TRISTAR GOLD INC","Marcellus",32,"03/11/2024",NA
"129472","IAFNF","Triad Financial","IA FINANCIAL CORP","Margate",275,"10/13/2003","12/08/2003"
"184763","IDMMF","Triad Mining LLC","IDM MINING LTD","Edwardsport",75,"03/24/2016","05/23/2016"
"184763","IDMMF","Triad Mining, LLC","IDM MINING LTD","Oakland City",129,"08/08/2016","10/07/2016"
"010726","TRCO","Tribune 365, LLC","TRIBUNE MEDIA CO","New York",5,"07/24/2018","10/24/2018"
"064107","TOLWF","Trican Well Service","TRICAN WELL SERVICE LTD","Odessa",137,"03/17/2015","03/20/2015"
"064107","TOLWF","Trican Well Service, L.P.","TRICAN WELL SERVICE LTD","Longview",125,"01/29/2015","03/29/2015"
"034326","XM","Tricap International, LLC","QUALTRICS INTERNATIONAL INC","Rancho Dominguez",180,"11/30/2020","11/23/2020"
"140988","TNET","Trident LLC","TRINET GROUP INC","Hamburg",0,"05/01/2008","05/01/2008"
"007658","NL","Trimas Company Dba Ni Industries, Inc","NL INDUSTRIES","Riverbank",15,"03/30/2010",NA
"024396","TVTY","Trinity Health Corporation","TIVITY HEALTH INC","Mason City",77,"01/28/2020","03/31/2020"
"010735","TRN","Trinity Industries Inc.","TRINITY INDUSTRIES INC","Cartersville",138,NA,"05/12/2020"
"010735","TRN","Trinity Industries, Inc.","TRINITY INDUSTRIES INC","Mt. Orab",310,"06/27/2000","07/07/2000"
"037723","TRIN","Trinity Rail","TRINITY CAPITAL INC","Oklahoma City",254,"11/03/2008",NA
"037723","TRIN","Trinity Rail Group","TRINITY CAPITAL INC","Oklahoma City",118,"07/10/2002",NA
"037366","TRIRF","Trinity Terraces","TRITERRAS INC","Watertown",67,"03/13/2024","05/15/2024"
"199356","TRIP","TripAdvisor","TRIPADVISOR INC","Boston",NA,"04/28/2020","12/01/2020"
"199356","TRIP","TripAdvisor LLC","TRIPADVISOR INC","San Francisco",40,"05/04/2020","05/05/2020"
"023243","KRNT","Triton Digital","KORNIT DIGITAL LTD","Kennesaw",51,NA,"03/11/2015"
"015020","TMTNF","Triton Industries Inc.","TOROMONT INDUSTRIES LTD","Lansing",129,"03/27/2024",NA
"034600","TCRR","Trius Therapeutics, Inc.","TCR2 THERAPEUTICS INC","San Diego",6,"07/31/2014","09/30/2014"
"164363","TROX","Tronox","TRONOX HOLDINGS PLC","Hamilton",30,"06/28/2015","11/20/2015"
"010789","TYL","Tru Seal Technologies","TYLER TECHNOLOGIES INC",NA,217,"03/26/2012","05/01/2012"
"003552","2289B","True Value","TRUE VALUE CO","Westlake",89,"10/21/2024","12/14/2024-12/28/2024"
"003552","2289B","True Value Company LLC","TRUE VALUE CO","Springfield",98,"10/15/2024","12/14/2024-12/28/2024"
"003552","2289B","True Value Company, L.L.C.","TRUE VALUE CO","Corsicana",107,"10/23/2024","12/14/2024"
"003552","2289B","True Value Company, LLC","TRUE VALUE CO","215 North Pioneer Avenue Woodland CA 95776",56,"10/22/2024","12/14/2024"
"020540","TRUE","TrueCar, Inc.","TRUECAR INC","Santa Monica",74,"06/08/2020","07/31/2020"
"017245","TRST","Truist Bank","TRUSTCO BANK CORP/NY",NA,76,"06/27/2023","07/30/2023"
"063059","TRLI.","Trulia","TRULI MEDIA GROUP INC","Bellevue",157,"02/26/2015","04/20/2015"
"063059","TRLI.","Trulia Inc","TRULI MEDIA GROUP INC","San Francisco",140,"02/24/2015","04/20/2015"
"063059","TRLI.","Trulia Inc.","TRULI MEDIA GROUP INC","New York",4,"02/17/2015","08/01/2015"
"004685","TRMK","Trustmark","TRUSTMARK CORP","Canton",2,"02/13/2020","03/27/2020"
"139804","TTMI","Ttm Technologies","TTM TECHNOLOGIES INC","Inglewood",263,"10/30/2009",NA
"042988","SPPL","TuSimple, Inc.","SIMPPLE LTD","9191 Towne Centre Drive San Diego CA 92122",1,"09/03/2024","10/30/2024"
"011944","TUEMQ","Tuesday Morning","TUESDAY MORNING CORP","Flagstaff",13,"05/02/2023",NA
"011944","TUEMQ","Tuesday Morning, Inc.","TUESDAY MORNING CORP","Phoenix",210,"04/22/2020",NA
"170904","TUMI","Tumi, Inc","TUMI HOLDINGS INC","Vidalia",80,NA,"02/05/2002"
"062897","TUPBQ","Tupperware","TUPPERWARE BRANDS CORP","Hemingway",148,"06/11/2024","9/28/2024-1/14/2025"
"155941","TRCK","Turck Inc 2022","TRACK GROUP INC","Plymouth",134,"11/03/2022","01/06/2023"
"020747","TESO","Tweco","TESCO CORP","Wichita",1,"01/19/2004",NA
"027364","TWLO","Twilio","TWILIO INC","101 Spear St. Suite 500 San Francisco CA 94105",108,"09/15/2022","11/15/2022"
"027364","TWLO","Twilio Inc","TWILIO INC","Atlanta",54,"02/23/2023","02/22/2023"
"027364","TWLO","Twilio Inc.","TWILIO INC","101 Spear St. Suite 500 San Francisco CA 94105",159,"02/21/2023","02/22/2023"
"034241","TWST","Twist Bioscience Corporation","TWIST BIOSCIENCE CORP","681 Gateway Blvd South San Francisco CA 94080",197,"06/14/2023","07/03/2023"
"032469","SWCH","Twitch","SWITCH INC","350 Bush St. San Francisco CA 94104",153,"04/17/2023","06/02/2023"
"018872","TWTR","Twitter, Inc","TWITTER INC","Seattle",208,"11/04/2022","01/04/2023"
"018872","TWTR","Twitter, Inc.","TWITTER INC","150 Pico Blvd Santa Monica CA 90405",4,"11/28/2022","01/21/2023"
"184785","TOWR","Twyford International Inc.","TOWER INTERNATIONAL INC","Sebring",48,"09/30/2002","12/15/2002"
"184727","SBOT.","Tyme Global Technologies, LLC,","STELLAR BIOTECHNOLOGIES INC","New York",NA,"02/01/2022","02/10/2022"
"010793","TSN","Tyson Foods","TYSON FOODS INC  -CL A","Philadelphia",219,"11/01/2024","01/31/2025"
"010793","TSN","Tyson Foods Inc.","TYSON FOODS INC  -CL A","Emporia",809,"12/02/2024",NA
"010793","TSN","Tyson Foods, Inc","TYSON FOODS INC  -CL A","Perry",19,"09/09/2024","11/01/2024"
"010793","TSN","Tyson Foods, Inc.","TYSON FOODS INC  -CL A","Jacksonville",11,"12/13/2023","1/12/2024-3/17/2024"
"020277","OPB","U. S. Bank","OPUS BANK","9885 Town Centre Drive San Diego CA 92121",1,"09/21/2023","09/08/2023"
"177226","USRM","U. S. STEEL","US STEM CELL INC","Fairfield",1923,"01/28/2015","03/29/2015"
"020277","OPB","U.S. Bank","OPUS BANK","9918 Hibert Street San Diego CA 92131",34,"09/26/2023","09/08/2023"
"009846","EIX","U.S. Omni International Co, Inc","EDISON INTERNATIONAL","Buena Park",28,"08/31/2009",NA
"177226","USRM","U.S. Steel Corporation","US STEM CELL INC","Ecorse",1286,"12/23/2019",NA
"034412","USWS","U.S. Well Services","US WELL SERVICES INC","San Angelo",63,"05/24/2021","07/20/2021"
"034412","USWS","U.S. Well Services - Pleasanton","US WELL SERVICES INC","Pleasanton",66,"07/12/2021","09/07/2021"
"184323","EXPRQ","U.S. Xpress, Inc","EXPRESS INC","Marion",13,"12/21/2023","02/02/2024"
"020277","OPB","U.S.Bank","OPUS BANK","Los Angeles",1,"07/16/2010",NA
"144496","UBS","UBS","UBS GROUP AG","Weehawken",51,"05/01/2024","5/20/2024-5/22/2024"
"013709","IEP","UGI HVAC Enterprises, Inc.","ICAHN ENTERPRISES LP","Colmar",43,"04/01/2015","06/22/2015"
"027490","LN","ULINE","LINE CORP","DAYTON",80,"03/01/2004","05/28/2004"
"161789","ETOLF","UMA Enterprises","ENTERPRISE GROUP INC","350 W Apra Street Compton CA 90220",36,"12/13/2024","01/31/2025"
"174152","NFYEF","UNFI","NFI GROUP INC","Lincoln",121,"11/21/2024","01/24/2025"
"010877","UNTC","UNITED","UNIT CORP","NEWARK",349,"03/01/2006","06/01/2006"
"023978","X","UNITED STATES STEEL CORPORATION","UNITED STATES STEEL CORP","Fairfield",1711,"05/08/2009","05/19/2009"
"035158","PSN","US Aprons","PARSONS CORP","Sidney",10,"08/08/2019",NA
"020277","OPB","US Bank","OPUS BANK","Milwaukee",62,"02/03/2020","04/06/2020"
"020277","OPB","US Bank 2019","OPUS BANK","Minneapolis",NA,"04/01/2019",NA
"177226","USRM","US Steel 2019","US STEM CELL INC","Keewatin",37,"11/01/2019","11/01/2019"
"144496","UBS","USA 3000","UBS GROUP AG","Fort Myers",23,"11/03/2011","01/08/2012"
"142381","0100A","USA HEALTHCARE, INC.","IASIS HEALTHCARE LLC","Cullman",700,"06/25/2004","06/29/2004"
"142381","0100A","USA HEALTHCARE, LLC","IASIS HEALTHCARE LLC","Cullman",700,"03/01/2004","04/30/2004"
"144496","UBS","USA3000 Airlines","UBS GROUP AG","St. Louis",44,"11/04/2011","01/08/2012"
"014090","USMD","USM, INC","USMD HOLDINGS INC","RED BANK",90,"01/01/2010","03/08/2010"
"121257","GEG","UTC Restaurant Ventures LLC dba Great Maple","GREAT ELM GROUP INC","8675 Genesee Avenue Suite 1200 San Diego CA 92122",61,"10/25/2022","12/23/2022"
"036336","WTO","UTI","UTIME LTD","Portland",96,"11/16/2016","12/31/2016"
"036336","WTO","UTi","UTIME LTD","Sturtevant",200,"09/20/2016","01/15/2017"
"035077","UBER","Uber Technologies","UBER TECHNOLOGIES INC","Phoenix",283,"05/07/2020",NA
"035077","UBER","Uber Technologies, Inc.","UBER TECHNOLOGIES INC","Palo Alto",167,"07/24/2020","06/05/2020"
"039818","UDMY","Udemy, Inc.","UDEMY INC","600 Harrison Street, Third Floor San Francisco CA 94107",74,"02/22/2023","04/14/2023"
"178704","ULTA","Ulta Beauty","ULTA BEAUTY INC","Phoenix",196,"11/13/2018",NA
"178704","ULTA","Ulta Salon, Cosmetics & Fragrance, Inc. dba Ulta Beauty","ULTA BEAUTY INC","La Jolla",29,"08/04/2020","09/27/2020"
"165052","UAA","Under Armour","UNDER ARMOUR INC",NA,154,"04/03/2020","04/12/2020"
"165052","UAA","Under Armour, Inc.","UNDER ARMOUR INC","Rialto",111,"02/20/2019","04/22/2019"
"019696","UNIEF","Uni-Select USA, Inc.","UNI-SELECT INC","Tonawanda",33,"05/08/2015","08/09/2015"
"050337","ICON","Unicom Energy, Inc.","ICON ENERGY CORP","Columbus",69,"02/15/2000","04/08/2000"
"002911","3089B","Unified Grocers, Inc.","UNIFIED GROCERS INC","Commerce",67,"03/26/2019","05/31/2019"
"010840","UNF","Unifirst Corporation","UNIFIRST CORP","Wilburton",73,"04/27/2001",NA
"010839","UFI","Unifrax I LLC","UNIFI INC","Tonawanda",15,"02/25/2009","04/27/2009"
"010853","UNUL.CM","Unilever","UNILEVER GROUP (GBP)","Englewood Cliffs",149,"11/01/2024","12/31/2024-12/31/2025"
"010853","UNUL.CM","Unilever Company","UNILEVER GROUP (GBP)","Sunnyvale",57,"03/13/2015","05/09/2015"
"254399","UNISQ","Unilife","UNILIFE CORP","King of Prussia",57,"04/01/2017","06/14/2017"
"111537","UNB","Union Bank","UNION BANKSHARES INC","Goleta",175,"01/29/2013",NA
"116304","AEE1","Union Electric Akers","UNION ELECTRIC CO","Avonmore",148,"12/01/2016","03/10/2017"
"010867","UNP","Union Pacific","UNION PACIFIC CORP","740 E. Carnegie Drive San Bernardino CA 92408",15,"05/30/2024","07/31/2024"
"010867","UNP","Union Pacific Company","UNION PACIFIC CORP",NA,300,"11/16/2015",NA
"010867","UNP","Union Pacific Railroad","UNION PACIFIC CORP","North Platte",55,"08/20/2019",NA
"037971","IPW","Unipower, LLC","IPOWER INC",NA,29,"04/19/2024","06/30/2024"
"002504","UIS","Unisys","UNISYS CORP","Edwards Air Force Ba",14,"06/01/2012",NA
"002504","UIS","Unisys Corporation","UNISYS CORP","Edwards",90,"05/14/2018","07/15/2018"
"010877","UNTC","United","UNIT CORP","San Francisco",12,"01/31/2010",NA
"010484","UAL2","United Airlines","UNITED AIRLINES INC","Honolulu",101,"09/01/2021","10/26/2021"
"010484","UAL2","United Airlines - MSY","UNITED AIRLINES INC","Kenner",72,"07/08/2020","10/01/2020"
"010484","UAL2","United Airlines - Update 1","UNITED AIRLINES INC",NA,75,"07/30/2020","10/01/2020"
"010484","UAL2","United Airlines Update","UNITED AIRLINES INC",NA,434,"07/30/2021","10/19/2021"
"010484","UAL2","United Airlines, Inc.","UNITED AIRLINES INC","Newark",796,"07/01/2021","10/01/2021"
"010484","UAL2","United Airlines- Updated","UNITED AIRLINES INC",NA,53,"08/31/2020","10/30/20 & 11/30/20"
"023940","UAHC","United American Healthcare Corp.","UNITED AMERICAN HEALTHCARE","Detroit",15,"09/04/2002",NA
"163060","DSX","United Arab Shipping Company","DIANA SHIPPING INC","Savannah",20,NA,"09/01/2014"
"112410","UCFC","United Community Options","UNITED COMMUNITY FINL CORP","Lake Worth",30,"03/24/2023","06/01/2023"
"019817","UVSP","United Financial, Inc.","UNIVEST FINANCIAL CORP","Tupelo",6,"04/23/2021","04/22/2021"
"010903","UNH","United Health","UNITEDHEALTH GROUP INC","Oklahoma City",30,"02/02/2011",NA
"010903","UNH","United Health Group","UNITEDHEALTH GROUP INC","Newark",138,"11/02/2017",NA
"010903","UNH","United Health Group - Uniprise","UNITEDHEALTH GROUP INC","Oldsmar",50,"04/22/2002","06/21/2002"
"010903","UNH","United Healthcare 2019","UNITEDHEALTH GROUP INC","Minnetonka",5,"06/01/2019","06/03/2019"
"007486","MOD","United Manufacturing","MODINE MANUFACTURING CO","Old Forge",NA,"04/01/2001",NA
"063927","UNFI","United Natural Foods Inc.","UNITED NATURAL FOODS INC","Logan Township",60,"06/01/2023","10/03/2023"
"063927","UNFI","United Natural Foods, Inc.","UNITED NATURAL FOODS INC","Harrisburg",87,"04/01/2024","06/19/2024"
"063927","UNFI","United Natural Foods/SUPERVALU","UNITED NATURAL FOODS INC","Tacoma",280,"08/02/2019","09/28/2019"
"010920","UPS","United Parcel Service","UNITED PARCEL SERVICE INC","SLC",95,"06/04/2021",NA
"010920","UPS","United Parcel Service - Carrollton","UNITED PARCEL SERVICE INC","Carrollton",135,"01/17/2012","04/06/2012"
"010920","UPS","United Parcel Service, Inc.","UNITED PARCEL SERVICE INC","Baltimore",540,"06/20/2024","08/23/2024"
"010920","UPS","United Parcel Service, Inc. (UPS)","UNITED PARCEL SERVICE INC","New Stanton",206,"02/01/2024","04/15/2024"
"010920","UPS","United Parcel Services","UNITED PARCEL SERVICE INC","Anchorage",109,"03/15/2010",NA
"066065","URI","United Rentals","UNITED RENTALS INC","Las Vegas",119,"01/05/2023","01/06/2023"
"066065","URI","United Rentals, Inc.","UNITED RENTALS INC","Temple Terrace",25,"07/29/2008","10/17/2008"
"010920","UPS","United Retail Service","UNITED PARCEL SERVICE INC","Statewide",141,"07/13/2009","09/08/2009"
"021515","UNVR","United Solutions, Inc.","UNIVAR SOLUTIONS INC","Pleasant Prairie",161,"04/19/2016","06/24/2016"
"023978","X","United States Steel Corporation","UNITED STATES STEEL CORP","Pittsburgh",105,"11/01/2023","01/02/2024"
"023978","X","United States Steel Corporation Lorain","UNITED STATES STEEL CORP","Lorain",636,"01/07/2015","03/08/2015"
"023978","X","United States Steel Corporation Revised (10/7/19)","UNITED STATES STEEL CORP","East Chicago",314,"09/06/2019","11/09/2019"
"176503","UEEC","United Steel Products","UNITED HEALTH PRODUCTS INC","East",270,"06/01/2004","07/16/2004"
"160839","WNTDF","United Technologies","WANTED TECHNOLOGIES CORP","Smyrna",64,"01/06/2017","03/31/2017"
"160839","WNTDF","United Technologies Corporation","WANTED TECHNOLOGIES CORP","San Diego",6,"06/01/2016","07/31/2016"
"010903","UNH","UnitedHealth Group","UNITEDHEALTH GROUP INC","Newark",138,"11/02/2017",NA
"010903","UNH","UnitedHealth Group Optum","UNITEDHEALTH GROUP INC","Avon Lake",115,"08/01/2016","10/03/2016"
"010903","UNH","UnitedHealth Group Optum RX","UNITEDHEALTH GROUP INC","Miramar",68,"05/03/2016","07/01/2016"
"010903","UNH","Unitedhealth Corporation","UNITEDHEALTH GROUP INC","Santa Ana",11,"05/03/2011",NA
"010903","UNH","Unitedhealth Group","UNITEDHEALTH GROUP INC","Phoenix",381,"11/02/2017",NA
"010903","UNH","Unitedhealth Group 2019","UNITEDHEALTH GROUP INC","Duluth",NA,"10/01/2019",NA
"034270","NIU","Unity Technologies","NIU TECHNOLOGIES","Bellevue",50,"01/09/2024","01/09/2024"
"034270","NIU","Unity Technologies SF","NIU TECHNOLOGIES","30 3rd Street San Francisco CA 94103",49,"03/25/2024","04/06/2024"
"021515","UNVR","Univar Solutions","UNIVAR SOLUTIONS INC","Redmond",65,"09/11/2019","11/15/2019"
"011017","UVV","Universal Alloy Corporation","UNIVERSAL CORP/VA","Anaheim",111,"11/09/2017","10/01/2017"
"017266","UAM","Universal American","UNIVERSAL AMERICAN CORP","Pensacola",53,"08/13/2010","02/25/2011"
"017266","UAM","Universal American Mortgage Company (UAMC)","UNIVERSAL AMERICAN CORP","Houston",57,"09/07/2007","10/26/2007"
"027828","UEIC","Universal Electronics","UNIVERSAL ELECTRONICS INC","Twinsburg",106,"12/23/1997","02/20/1998"
"027828","UEIC","Universal Electronics, Inc.","UNIVERSAL ELECTRONICS INC","Santa Ana",38,"11/09/2018","02/15/2019"
"011027","UUU","Universal Forest Products, Inc.","UNIVERSAL SAFETY PRDUCTS INC","White Pigeon",49,"11/07/2008",NA
"162338","ULH","Universal Logistics Insights Corp.","UNIVERSAL LOGISTICS HLDGS","Detroit",352,"12/18/2024","02/18/2025"
"176325","UPGI","Universal Lumpers","UNIVERSAL POWER GROUP INC","Auburn",97,"07/19/2012","09/24/2012"
"156633","UTI","Universal Technical Institute","UNIVERSAL TECHNICAL INST","Bloomfield",35,"04/01/2020","04/24/2020"
"025714","SHG","Unizan Financial Corporation","SHINHAN FINANCIAL GROUP LTD","Zanesville",84,"02/13/2006","04/10/2006"
"041420","MPTI","Up North Industries","M-TRON INDUSTRIES INC","Petosky",75,"09/12/2006",NA
"064055","WSTC","UpWest","WEST CORP","Bloomington",1,"04/01/2024","04/01/2024"
"034101","UPWK","Upwork Inc.","UPWORK INC","530 Lytton Avenue, Suite 301 Palo Alto CA 94301",67,"10/23/2024","12/23/2024"
"034101","UPWK","Upwork, Inc.","UPWORK INC","Chicago",54,"10/23/2024","12/23/2024"
"029150","URBN","Urban Outfitters","URBAN OUTFITTERS INC","Trenton",327,"08/18/2015",NA
"029150","URBN","Urban Outfitters Inc.","URBAN OUTFITTERS INC","Philadelphia",105,"04/01/2005","07/01/2005"
"033816","UROV","Urovant Sciences, Inc.","UROVANT SCIENCES LTD","5281 California Avenue, Suite 100 Irvine CA 92617",1,"06/05/2023","07/24/2023"
"020277","OPB","Us Bank","OPUS BANK","Redwood City",62,"06/30/2011",NA
"039886","USER","UserTesting, Inc.","USERTESTING INC","144 Townsend Street San Francisco CA 94107",63,"02/28/2023","05/01/2023"
"178482","PAANF","UtahAmerican Energy","PAN AMERICAN ENERGY CORP","East Carbon",268,"06/03/2020",NA
"178482","PAANF","UtahAmerican Energy Inc.","PAN AMERICAN ENERGY CORP","East Carbon",165,"06/30/2016",NA
"105872","LGDOF.","V & M Enterprises, Inc.","LUND ENTERPRISES CORP","Miami",55,"03/20/2020","03/18/2020"
"177996","VR.3","VALID USA","VALIDUS HOLDINGS LTD","So. Plainfield",76,"03/01/2017","03/31/2017"
"150159","ICTV","VC Brands LLC","ICTV BRANDS INC","Burlington",102,"09/01/2022","11/18/2022"
"186779","BNC","VEGA Industries, Inc.","CEA INDUSTRIES INC","Maumee",94,"10/14/1998","10/31/1998"
"018765","WLKR","VEKA Innovations, Inc.","WALKER INNOVATION INC","Youngstown",72,"09/10/2008","9/25/2008-11/8/2008"
"148469","SAFT","VESTA INSURANCE GROUP, INC.","SAFETY INSURANCE GROUP INC","Birmingham",74,"11/17/2006","12/29/2006"
"013963","VGR","VETCO LLC","VECTOR GROUP LTD","Oak Ridge",6,"01/27/2014","02/28/2014"
"011060","VFC","VF Corporation","VF CORP","Philadelphia",12,"12/01/2024","02/18/2025-02/21/2025"
"011060","VFC","VFC","VF CORP","Alameda",7,"10/29/2020","07/21/2020"
"038757","VMEO","VIMO, Inc.","VIMEO INC","Various",NA,"12/01/2024","02/19/2025"
"136648","VC","VISTEON CORPORATION","VISTEON CORP","Tuscaloosa",NA,"10/04/2009","11/30/2009"
"178083","VMW","VMWARE INC.","VMWARE INC -CL A","Palo Alto",211,"01/30/2020","04/01/2020"
"178083","VMW","VMWare","VMWARE INC -CL A",NA,48,"01/26/2016",NA
"178083","VMW","VMware, Inc","VMWARE INC -CL A","Palo Alto",114,"01/26/2015","03/24/2015"
"178083","VMW","VMware, Inc.","VMWARE INC -CL A","Atlanta",217,"11/27/2023","1/26/2024-5/24/2024"
"024539","WOOF.1","VOCA","VCA INC","Dublin",70,"06/23/1999","10/01/1999"
"021273","UGEIF","VOGUE INTERNATIONAL, LLC","UGE INTERNATIONAL LTD","Phenix City",150,"02/28/2018","04/30/2018"
"039533","VLTA","VOLTA","VOLTA INC","Bozeman",1,"03/29/2024","05/31/2024"
"011065","VSEC","VSE Corporation","VSE CORP","Jacksonville",112,"06/06/2023","07/31/2023"
"277846","WSPOF","VSP Global","WSP GLOBAL INC","Rancho Cordova",13,"10/26/2021","12/31/2021"
"009325","SLI.1","VSR Industries, Inc.","SL INDUSTRIES INC","Henderson",123,"06/12/2020","07/13/2020"
"062549","KVHI","VT Industries, Inc.","KVH INDUSTRIES INC","Universal City",104,"01/22/2021","03/12/2021"
"037292","AVIR","Valeant Pharmaceuticals","ATEA PHARMACEUTICALS INC","Seattle",77,"03/02/2015","02/23/2015"
"028075","VNRCF","Valenite","VALENER INC","Madison Heights",85,"09/28/2001",NA
"028075","VNRCF","Valenite LLC","VALENER INC","Madison Heights",133,"10/28/2009",NA
"112034","LMIA","Valent Aerostructures LLC, dba LMI Aerospace","LMI AEROSPACE INC","Wichita",142,"04/10/2020",NA
"102523","VLEEY","Valeo","VALEO SE","Madison",20,"04/10/2023","04/19/2023"
"011094","VMI","Valmont Industries","VALMONT INDUSTRIES INC","Hazletown",180,"12/01/2018","02/22/2019"
"011096","VAL.1","Valspar","VALSPAR CORP","Picayune",49,"09/13/2012","11/2/2012-12/5/2012"
"025312","DYII","Van Dyk Health Care, Inc.","DYNACQ HEALTHCARE INC","Ridgewood",216,"07/01/2018","09/12/2018"
"125863","TCLRY","Vantiv","VANTIVA SA",NA,200,"11/17/2016","03/31/2017"
"125863","TCLRY","Vantiv, LLC","VANTIVA SA","Evansville",25,"09/16/2011","11/18/2011"
"038139","VRNOF","Varengo, Inc.","VERANO HOLDINGS CORP","Anaheim",60,"09/22/2016","11/15/2016"
"029004","VREX","Varex Imaging","VAREX IMAGING CORP","Santa Clara",105,"02/13/2020","06/26/2020"
"011115","VAR","Varian Medical Systems","VARIAN MEDICAL SYSTEMS INC","Palo Alto",101,"07/06/2020","09/01/2020"
"022144","MICR","Varicon Solutions","MICRON SOLUTIONS INC","Greenville",45,"04/15/2012",NA
"013963","VGR","VecTour","VECTOR GROUP LTD","Fort Lauderdale",105,"03/12/2002","05/07/2002"
"034765","CVET","Vectrus","COVETRUS INC","Fort Benning",540,NA,"08/09/2015"
"034765","CVET","Vectrus Corp","COVETRUS INC","Vicksburg",61,"02/21/2018","04/26/2018"
"011124","VECO","Veeco Instruments Inc.","VEECO INSTRUMENTS INC","Kingston",18,"09/09/2016","12/31/2016"
"036726","VITL","Veida Farms","VITAL FARMS INC","St. Petersburg",80,"04/28/1999","06/26/1999"
"039784","VELO","Velo3D, Inc.","VELO3D INC","2710 Lakeview Court Fremont CA 94538",29,"10/09/2024","12/08/2024"
"037106","VLDR","Velodyne Lidar, Inc.","VELODYNE LIDAR INC","5521 Hellyer Avenue San Jose CA 95138",220,"02/22/2023","02/13/2023"
"051773","KMRK","Ventech Solutions, Inc.","K-TECH SOLUTIONS CO LTD",NA,60,"10/16/2023","12/15/2023"
"187677","RNVA","Ventra Health","RENNOVA HEALTH INC","Fort Worth",64,"07/19/2023","10/09/2023"
"187677","RNVA","Ventra Health, Inc.","RENNOVA HEALTH INC",NA,34,"08/01/2023","10/09/2023"
"065109","SMV.H","Venture","SMC VENTURES INC","Lancaster",190,"12/16/2003","12/22/2003"
"065109","SMV.H","Venture Holdings","SMC VENTURES INC","Conneaut",50,"03/10/2004","05/03/2004"
"184652","ERINQ","VeraSun Energy Corporation","ERIN ENERGY CORP","Sioux Falls",92,"05/25/2009",NA
"035305","VERY","Vercuity, Inc.","VERICITY INC","Gainesville",54,NA,"01/24/2005"
"145812","VRN","Verengo, Inc.","VEREN INC","Cerritos",47,"02/08/2019","04/08/2019"
"186783","VER","Verety LLC","VEREIT INC","South Dakota",5,"03/19/2010",NA
"031091","VERI","VeriFone, Inc.","VERITONE INC","Lincoln",226,"06/26/2019","08/26/2019"
"031091","VERI","Verio Inc.","VERITONE INC","Boca Raton",50,"09/28/2001","9/28/2001-10/31/2001"
"066368","VRSN","Verisign","VERISIGN INC","Mountain View",15,"01/10/2011",NA
"023092","VLRXQ","Veritas","VALERITAS HOLDINGS INC","Springfield",50,"04/18/2016","06/15/2016"
"028385","SNT","Veritas Technologies LLC","SENSTAR TECHNOLOGIES CORP","Mountain View",6,"04/21/2016","06/15/2016"
"028385","SNT","Veritas Technologies, LLC","SENSTAR TECHNOLOGIES CORP","2625 Augustine Drive Santa Clara CA 95054",50,"11/20/2024","12/02/2024"
"028385","SNT","Veritas Technologies, LLC.","SENSTAR TECHNOLOGIES CORP","Santa Clara",74,"08/20/2020","08/21/2020"
"021633","VBTX","Veritext","VERITEX HOLDINGS INC","Brooklyn",20,"03/26/2020","04/01/2020"
"019858","VRTV","Veritiv","VERITIV CORP","Addison",33,"03/31/2022","05/31/2022"
"031091","VERI","Verizon","VERITONE INC","Basking Ridge",50,"09/01/2024","12/31/2024"
"002136","VZ","Verizon/XO Communications","VERIZON COMMUNICATIONS INC",NA,49,"06/27/2017",NA
"179817","VRS","Verso","VERSO CORP",NA,675,"04/30/2019","06/30/2019"
"179817","VRS","Verso Corporation","VERSO CORP","Wisconsin Rapids",902,"06/10/2020","07/31/2020"
"178266","VRS1","Verso Paper","VERSO PAPER HOLDINGS LLC","Jay",150,"11/01/2017",NA
"178266","VRS1","Verso Paper 2020","VERSO PAPER HOLDINGS LLC","Duluth",225,"06/01/2020","06/30/2020"
"026709","VSM","Versum Materials US LLC","VERSUM MATERIALS INC","Austin",51,"01/18/2024","02/02/2024"
"024083","VERX","Vertek Corporation","VERTEX INC","Bethlehem",40,"04/01/2001","04/30/2001"
"024083","VERX","Vertex, Inc.","VERTEX INC","Sarasota",100,"06/09/2016","08/06/2016"
"177875","GVMUF","Vertis Communication","GVIC COMMUNICATIONS CORP","York",154,"01/01/2010","03/15/2010"
"177875","GVMUF","Vertis Communicatons","GVIC COMMUNICATIONS CORP","Belcamp",114,"03/02/2009","05/01/2009"
"043360","VSTS","Vertis, Inc.","VESTIS CORP","Medina",52,"01/18/2013","05/01/2013"
"036175","VRT","Vertiv Corporation","VERTIV HOLDINGS CO","Columbus",130,"12/10/2019","10/14/2019-4/24/2020"
"040658","VSTD","Vesta","VESTAND INC","Lake Oswego",20,"07/22/2020","07/22/2020"
"040658","VSTD","Vesta Corporation","VESTAND INC","Alpharetta",56,NA,"09/20/2020"
